countryname,indicatorname,year_2017,target_groups
Benin,Individuals using the Internet (% of population),20.0000000000,Very Sad
Benin,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",70.7949981700,Very Sad
Benin,"Life expectancy at birth, female (years)",62.6870000000,Very Sad
Benin,"Life expectancy at birth, male (years)",59.6330000000,Very Sad
Benin,"Life expectancy at birth, total (years)",61.1740000000,Very Sad
Benin,Lifetime risk of maternal death (%),2.0421269560,Very Sad
Benin,Mobile cellular subscriptions (per 100 people),78.5045956200,Very Sad
Benin,"Mortality rate, infant (per 1,000 live births)",61.9000000000,Very Sad
Benin,Net migration,-10000.0000000000,Very Sad
Benin,Rural population (% of total population),53.2320000000,Very Sad
Benin,Secure Internet servers (per 1 million people),4.2057397790,Very Sad
Benin,"Survival to age 65, female (% of cohort)",63.7273330000,Very Sad
Benin,"Survival to age 65, male (% of cohort)",57.7658790000,Very Sad
Benin,"Tuberculosis case detection rate (%, all forms)",55.0000000000,Very Sad
Benin,Urban population (% of total population),46.7680000000,Very Sad
Bhutan,"Birth rate, crude (per 1,000 people)",17.4590000000,Moderately Sad
Bhutan,Employment in agriculture (% of total employment) (modeled ILO estimate),56.5830001800,Moderately Sad
Bhutan,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",65.1949996900,Moderately Sad
Bhutan,"Employment in industry, female (% of female employment) (modeled ILO estimate)",9.6120004650,Moderately Sad
Bhutan,"Employment in services, female (% of female employment) (modeled ILO estimate)",25.1930007900,Moderately Sad
Bhutan,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",71.5749969500,Moderately Sad
Bhutan,Fixed telephone subscriptions (per 100 people),2.8654855460,Moderately Sad
Bhutan,GDP per capita (current US$),3286.5747030000,Moderately Sad
Bhutan,GDP per capita growth (annual %),3.4083389740,Moderately Sad
Bhutan,"Incidence of tuberculosis (per 100,000 people)",145.0000000000,Moderately Sad
Bhutan,Individuals using the Internet (% of population),48.1064158800,Moderately Sad
Bhutan,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",66.2730026200,Moderately Sad
Bhutan,"Life expectancy at birth, female (years)",71.4440000000,Moderately Sad
Bhutan,"Life expectancy at birth, male (years)",70.8220000000,Moderately Sad
Bhutan,"Life expectancy at birth, total (years)",71.1290000000,Moderately Sad
Bhutan,Lifetime risk of maternal death (%),0.3998402560,Moderately Sad
Bhutan,Mobile cellular subscriptions (per 100 people),97.9961451900,Moderately Sad
Bhutan,"Mortality rate, infant (per 1,000 live births)",25.6000000000,Moderately Sad
Bhutan,Net migration,1600.0000000000,Moderately Sad
Bhutan,Rural population (% of total population),59.8330000000,Moderately Sad
Bhutan,Secure Internet servers (per 1 million people),118.0308168000,Moderately Sad
Bhutan,"Survival to age 65, female (% of cohort)",70.8851960000,Moderately Sad
Bhutan,"Survival to age 65, male (% of cohort)",71.0846220000,Moderately Sad
Bhutan,"Tuberculosis case detection rate (%, all forms)",80.0000000000,Moderately Sad
Bhutan,Urban population (% of total population),40.1670000000,Moderately Sad
Bolivia,"Birth rate, crude (per 1,000 people)",22.0760000000,Moderately Happy
Bolivia,Employment in agriculture (% of total employment) (modeled ILO estimate),30.4890003200,Moderately Happy
Bolivia,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",30.6070003500,Moderately Happy
Bolivia,"Employment in industry, female (% of female employment) (modeled ILO estimate)",9.7790002820,Moderately Happy
Bolivia,"Employment in services, female (% of female employment) (modeled ILO estimate)",59.6139984100,Moderately Happy
Bolivia,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",76.4550018300,Moderately Happy
Bolivia,Fixed telephone subscriptions (per 100 people),7.6040474030,Moderately Happy
Bolivia,GDP per capita (current US$),3351.1240400000,Moderately Happy
Bolivia,GDP per capita growth (annual %),2.6960629820,Moderately Happy
Bolivia,"Incidence of tuberculosis (per 100,000 people)",111.0000000000,Moderately Happy
Bolivia,Individuals using the Internet (% of population),43.8322760700,Moderately Happy
Bolivia,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",69.0739975000,Moderately Happy
Bolivia,"Life expectancy at birth, female (years)",73.8780000000,Moderately Happy
Bolivia,"Life expectancy at birth, male (years)",68.1730000000,Moderately Happy
Bolivia,"Life expectancy at birth, total (years)",70.9450000000,Moderately Happy
Bolivia,Lifetime risk of maternal death (%),0.4575268080,Moderately Happy
Bolivia,Mobile cellular subscriptions (per 100 people),97.9484144100,Moderately Happy
Bolivia,"Mortality rate, infant (per 1,000 live births)",22.8000000000,Moderately Happy
Bolivia,Net migration,-47520.0000000000,Moderately Happy
Bolivia,Rural population (% of total population),30.9200000000,Moderately Happy
Bolivia,Secure Internet servers (per 1 million people),109.5341724000,Moderately Happy
Bolivia,"Survival to age 65, female (% of cohort)",75.7813690000,Moderately Happy
Bolivia,"Survival to age 65, male (% of cohort)",66.7319780000,Moderately Happy
Bolivia,"Tuberculosis case detection rate (%, all forms)",61.0000000000,Moderately Happy
Bolivia,Urban population (% of total population),69.0800000000,Moderately Happy
Bosnia and Herzegovina,"Birth rate, crude (per 1,000 people)",8.2930000000,Apathetic
Bosnia and Herzegovina,Employment in agriculture (% of total employment) (modeled ILO estimate),16.8129997300,Apathetic
Bosnia and Herzegovina,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",16.9470005000,Apathetic
Bosnia and Herzegovina,"Employment in industry, female (% of female employment) (modeled ILO estimate)",18.0160007500,Apathetic
Bosnia and Herzegovina,"Employment in services, female (% of female employment) (modeled ILO estimate)",65.0370025600,Apathetic
Bosnia and Herzegovina,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",46.8969993600,Apathetic
Bosnia and Herzegovina,Fixed telephone subscriptions (per 100 people),22.6566712200,Apathetic
Bosnia and Herzegovina,GDP per capita (current US$),5394.5912200000,Apathetic
Bosnia and Herzegovina,GDP per capita growth (annual %),3.1769628250,Apathetic
Bosnia and Herzegovina,"Incidence of tuberculosis (per 100,000 people)",29.0000000000,Apathetic
Bosnia and Herzegovina,Individuals using the Internet (% of population),64.8919772800,Apathetic
Bosnia and Herzegovina,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",46.5379982000,Apathetic
Bosnia and Herzegovina,"Life expectancy at birth, female (years)",79.5810000000,Apathetic
Bosnia and Herzegovina,"Life expectancy at birth, male (years)",74.6220000000,Apathetic
Bosnia and Herzegovina,"Life expectancy at birth, total (years)",77.1280000000,Apathetic
Bosnia and Herzegovina,Lifetime risk of maternal death (%),0.0122550730,Apathetic
Bosnia and Herzegovina,Mobile cellular subscriptions (per 100 people),102.6423792000,Apathetic
Bosnia and Herzegovina,"Mortality rate, infant (per 1,000 live births)",5.1000000000,Apathetic
Bosnia and Herzegovina,Net migration,-107926.0000000000,Apathetic
Bosnia and Herzegovina,Rural population (% of total population),52.1240000000,Apathetic
Bosnia and Herzegovina,Secure Internet servers (per 1 million people),1499.0182090000,Apathetic
Bosnia and Herzegovina,"Survival to age 65, female (% of cohort)",89.5956810000,Apathetic
Bosnia and Herzegovina,"Survival to age 65, male (% of cohort)",80.5692280000,Apathetic
Bosnia and Herzegovina,"Tuberculosis case detection rate (%, all forms)",80.0000000000,Apathetic
Bosnia and Herzegovina,Urban population (% of total population),47.8760000000,Apathetic
Botswana,"Birth rate, crude (per 1,000 people)",25.3960000000,Very Sad
Botswana,Employment in agriculture (% of total employment) (modeled ILO estimate),21.3959999100,Very Sad
Botswana,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",16.7649993900,Very Sad
Botswana,"Employment in industry, female (% of female employment) (modeled ILO estimate)",9.7209997180,Very Sad
Botswana,"Employment in services, female (% of female employment) (modeled ILO estimate)",73.5139999400,Very Sad
Botswana,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",65.9720001200,Very Sad
Botswana,Fixed telephone subscriptions (per 100 people),6.4037132440,Very Sad
Botswana,GDP per capita (current US$),7893.2101080000,Very Sad
Botswana,GDP per capita growth (annual %),0.7954599870,Very Sad
Botswana,"Incidence of tuberculosis (per 100,000 people)",300.0000000000,Very Sad
Botswana,Individuals using the Internet (% of population),47.0000000000,Very Sad
Botswana,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",70.7860031100,Very Sad
Botswana,"Life expectancy at birth, female (years)",71.5590000000,Very Sad
Botswana,"Life expectancy at birth, male (years)",65.7900000000,Very Sad
Botswana,"Life expectancy at birth, total (years)",68.8120000000,Very Sad
Botswana,Lifetime risk of maternal death (%),0.4495051990,Very Sad
Botswana,Mobile cellular subscriptions (per 100 people),146.9601556000,Very Sad
Botswana,"Mortality rate, infant (per 1,000 live births)",30.8000000000,Very Sad
Botswana,Net migration,14999.0000000000,Very Sad
Botswana,Rural population (% of total population),31.3000000000,Very Sad
Botswana,Secure Internet servers (per 1 million people),68.4767505600,Very Sad
Botswana,"Survival to age 65, female (% of cohort)",75.7488070000,Very Sad
Botswana,"Survival to age 65, male (% of cohort)",63.8154590000,Very Sad
Botswana,"Tuberculosis case detection rate (%, all forms)",80.0000000000,Very Sad
Botswana,Urban population (% of total population),68.7000000000,Very Sad
Brazil,"Birth rate, crude (per 1,000 people)",14.1250000000,Extremely Happy
Brazil,Employment in agriculture (% of total employment) (modeled ILO estimate),9.4549999240,Extremely Happy
Brazil,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",4.2620000840,Extremely Happy
Brazil,"Employment in industry, female (% of female employment) (modeled ILO estimate)",10.6850004200,Extremely Happy
Brazil,"Employment in services, female (% of female employment) (modeled ILO estimate)",85.0530014000,Extremely Happy
Brazil,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",66.0419998200,Extremely Happy
Brazil,Fixed telephone subscriptions (per 100 people),19.4279864600,Extremely Happy
Brazil,GDP per capita (current US$),9925.3862380000,Extremely Happy
Brazil,GDP per capita growth (annual %),0.5083360540,Extremely Happy
Brazil,"Incidence of tuberculosis (per 100,000 people)",44.0000000000,Extremely Happy
Brazil,Individuals using the Internet (% of population),67.4712845200,Extremely Happy
Brazil,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",64.0550003100,Extremely Happy
Brazil,"Life expectancy at birth, female (years)",79.1560000000,Extremely Happy
Brazil,"Life expectancy at birth, male (years)",71.8040000000,Extremely Happy
Brazil,"Life expectancy at birth, total (years)",75.4560000000,Extremely Happy
Brazil,Lifetime risk of maternal death (%),0.1062515510,Extremely Happy
Brazil,Mobile cellular subscriptions (per 100 people),105.0142070000,Extremely Happy
Brazil,"Mortality rate, infant (per 1,000 live births)",13.2000000000,Extremely Happy
Brazil,Net migration,106000.0000000000,Extremely Happy
Brazil,Rural population (% of total population),13.6910000000,Extremely Happy
Brazil,Secure Internet servers (per 1 million people),1581.6385540000,Extremely Happy
Brazil,"Survival to age 65, female (% of cohort)",84.9648700000,Extremely Happy
Brazil,"Survival to age 65, male (% of cohort)",72.9010130000,Extremely Happy
Brazil,"Tuberculosis case detection rate (%, all forms)",87.0000000000,Extremely Happy
Brazil,Urban population (% of total population),86.3090000000,Extremely Happy
Bulgaria,"Birth rate, crude (per 1,000 people)",9.0000000000,Moderately Sad
Bulgaria,Employment in agriculture (% of total employment) (modeled ILO estimate),7.0139999390,Moderately Sad
Bulgaria,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",4.5329999920,Moderately Sad
Bulgaria,"Employment in industry, female (% of female employment) (modeled ILO estimate)",22.5400009200,Moderately Sad
Bulgaria,"Employment in services, female (% of female employment) (modeled ILO estimate)",72.9270019500,Moderately Sad
Bulgaria,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",57.8349990800,Moderately Sad
Bulgaria,Fixed telephone subscriptions (per 100 people),18.1606922900,Moderately Sad
Bulgaria,GDP per capita (current US$),8331.0580250000,Moderately Sad
Bulgaria,GDP per capita growth (annual %),4.2654297230,Moderately Sad
Bulgaria,"Incidence of tuberculosis (per 100,000 people)",25.0000000000,Moderately Sad
Bulgaria,Individuals using the Internet (% of population),63.4101013800,Moderately Sad
Bulgaria,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",55.4550018300,Moderately Sad
